Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
ZAMZAM TRAVELS,Bharat Benz A/C Seater (2+1),20:15,03:20,07h 05m,550.0,33 Seats available,3.0,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,Guwahati to Golaghat
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),01:50,06:30,04h 40m,649.0,17 Seats available,3.2,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira Transport,A/C Seater / Sleeper (2+1),20:40,03:30,06h 50m,630.0,1 Seat available,4.2,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),03:20,08:10,04h 50m,799.0,22 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),21:40,04:35,06h 55m,799.0,30 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
FlixBus,Bharat Benz A/C Seater (2+2),23:35,05:00,05h 25m,270.54,18 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
SHRI RAM TRAVELS,A/C Seater (2+2),23:59,05:15,05h 16m,740.0,16 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
FlixBus,AC Seater (2+2),17:15,22:25,05h 10m,225.0,31 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira TPT,AC Sleeper (2+1),20:30,02:50,06h 20m,900.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
SHRI RAM TRAVELS,A/C Seater (2+2),18:00,23:15,05h 15m,740.0,19 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
SHRI RAM TRAVELS,A/C Seater (2+2),11:45,16:45,05h 00m,740.0,17 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira Transport,A/C Seater / Sleeper (2+2),21:00,03:30,06h 30m,500.0,43 Seats available,1.6,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
SHRI RAM TRAVELS,A/C Seater (2+2),21:20,03:15,05h 55m,705.0,16 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),20:30,02:30,06h 00m,700.0,52 Seats available,1.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
SHRI RAM TRAVELS,A/C Seater (2+2),10:00,15:15,05h 15m,740.0,20 Seats available,3.2,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira TPT,A/C Seater / Sleeper (2+2),21:00,03:00,06h 00m,449.0,44 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:00,23:20,06h 20m,649.0,32 Seats available,3.2,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira Transport,A/C Seater / Sleeper (2+2),23:30,06:00,06h 30m,500.0,23 Seats available,2.1,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:55,05h 56m,899.0,19 Seats available,4.0,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira TPT,AC Sleeper (2+1),23:15,05:00,05h 45m,900.0,13 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira Transport,A/C Seater / Sleeper (2+1),23:40,05:00,05h 20m,675.0,10 Seats available,2.9,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
SHRI RAM TRAVELS,A/C Seater (2+2),16:15,21:15,05h 00m,740.0,18 Seats available,4.0,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira Transport,A/C Seater / Sleeper (2+2),23:50,06:50,07h 00m,630.0,19 Seats available,2.5,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
SHRI RAM TRAVELS,A/C Seater (2+2),11:35,17:00,05h 25m,740.0,19 Seats available,2.5,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Rahul Travels,AshokLeyland Stile A/C,22:30,04:00,05h 30m,826.0,17 Seats available,2.0,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
SHRI RAM TRAVELS,A/C Seater (2+2),10:00,15:30,05h 30m,740.0,21 Seats available,2.7,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),22:15,04:00,05h 45m,700.0,47 Seats available,1.3,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
FlixBus,AC Seater (2+2),23:50,05:20,05h 30m,562.5,10 Seats available,4.7,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
SHRI RAM TRAVELS,A/C Seater (2+2),23:00,04:35,05h 35m,705.0,14 Seats available,4.0,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Rahul Travels,AshokLeyland Stile A/C,23:10,05:00,05h 50m,826.0,21 Seats available,1.8,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
FlixBus,Bharat Benz A/C Seater (2+2),15:00,20:30,05h 30m,435.71,11 Seats available,3.7,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
UPSRTC - MNP0128,Ordinary Non AC Seater 2+3,00:45,03:37,02h 52m,255.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - MHB0265,Ordinary Non AC Seater 2+3,01:07,05:00,03h 53m,261.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - MHB0184,Ordinary Non AC Seater 2+3,01:08,05:04,03h 56m,261.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - MNP0132,Ordinary Non AC Seater 2+3,01:20,04:12,02h 52m,255.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - MHB0186,Rajdhani Non AC Seater 2+3,02:08,06:04,03h 56m,261.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - ORI0122,Ordinary Non AC Seater 2+3,02:15,06:00,03h 45m,255.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - MHB0263,Ordinary Non AC Seater 2+3,02:34,06:15,03h 41m,255.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - FTP0023,Rajdhani Non AC Seater 2+3,02:45,06:30,03h 45m,252.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - BDV0082,Ordinary Non AC Seater 2+3,04:28,07:52,03h 24m,204.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - ALI0005,Janrath AC Seater 2+3,05:30,08:00,02h 30m,264.0,48 Seats available,2.7,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - ALI0173,Janrath AC Seater 2+2,05:59,09:00,03h 01m,305.0,33 Seats available,2.2,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - MHB0273,Ordinary Non AC Seater 2+3,06:42,10:35,03h 53m,255.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - BDV0172,Janrath AC Seater 2+2,06:59,09:59,03h 00m,305.0,32 Seats available,4.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - BDV0086,Ordinary Non AC Seater 2+3,07:13,10:33,03h 20m,204.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - KSN0191,Janrath AC Seater 2+2,07:15,10:31,03h 16m,333.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:45,02:00,04h 15m,510.0,41 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - RBL0038,Ordinary Non AC Seater 2+3,00:01,05:01,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - RBL0042,Ordinary Non AC Seater 2+3,00:40,05:40,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - PYD0159,Janrath AC Seater 2+3,01:31,06:01,04h 30m,396.0,48 Seats available,2.6,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - MZP0104,Ordinary Non AC Seater 2+3,04:31,10:28,05h 57m,314.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - PYD0057,Ordinary Non AC Seater 2+3,05:01,10:01,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - LDR0028,Janrath AC Seater 2+3,05:20,09:59,04h 39m,396.0,48 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - LDR0099,Janrath AC Seater 2+3,05:21,09:51,04h 30m,396.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - VND0060,Rajdhani Non AC Seater 2+3,05:29,10:30,05h 01m,310.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - ALM0011,Volvo AC Seater 2+2,06:00,10:30,04h 30m,658.0,39 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - LDR0019,Janrath AC Seater 2+3,06:15,10:30,04h 15m,396.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - LDR0101,Janrath AC Seater 2+3,06:16,11:00,04h 44m,396.0,46 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - CBG0016,Shatabdi AC Seater 2+2,06:40,11:30,04h 50m,458.0,41 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - CBG0078,Ordinary Non AC Seater 2+3,07:00,12:00,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - ALM0013,Volvo AC Seater 2+2,07:00,11:30,04h 30m,658.0,39 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - CBG0080,Ordinary Non AC Seater 2+3,07:15,12:15,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,1249.0,32 Seats available,4.8,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:00,06:15,08h 15m,1189.0,35 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:30,06:00,07h 30m,1299.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
AdRaj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),23:00,06:45,07h 45m,2200.0,30 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07:20,07h 45m,1089.0,41 Seats available,4.8,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07:40,07h 45m,1309.0,39 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),13:20,21:00,07h 40m,1599.0,31 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
AdRaj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),14:20,21:50,07h 30m,999.0,29 Seats available,4.4,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50,07:05,08h 15m,1519.0,32 Seats available,4.8,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20,06:30,08h 10m,959.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,2250.0,31 Seats available,1.1,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,06:00,08h 00m,550.0,40 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,600.0,44 Seats available,1.4,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,06:30,09h 30m,425.0,37 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),19:30,06:10,10h 40m,425.0,41 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,06:10,09h 10m,425.0,40 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:45,05:45,08h 00m,510.0,41 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Yuvraj Travels,NON AC Seater / Sleeper 2+1,20:00,06:00,10h 00m,550.0,40 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Yuvraj Travels,NON AC Seater / Sleeper 2+1,21:30,06:00,08h 30m,550.0,40 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),21:00,06:30,09h 30m,1200.0,32 Seats available,1.4,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,2250.0,30 Seats available,1.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,05:20,10h 50m,600.0,44 Seats available,2.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),19:00,06:30,11h 30m,1200.0,32 Seats available,2.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),18:45,05:30,10h 45m,500.0,9 Seats available,0.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),20:00,05:20,09h 20m,500.0,8 Seats available,0.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),19:40,04:45,09h 05m,600.0,9 Seats available,0.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,550.0,40 Seats available,2.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,550.0,40 Seats available,2.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,06:00,11h 30m,550.0,40 Seats available,2.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,06:00,12h 00m,1200.0,26 Seats available,1.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - GRH0301,Ordinary Non AC Seater 2+3,05:00,11:00,06h 00m,403.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - BDN0018,Ordinary Non AC Seater 2+3,05:30,11:30,06h 00m,403.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - GRH0304,Ordinary Non AC Seater 2+3,05:30,11:30,06h 00m,403.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - GRH0090,Ordinary Non AC Seater 2+3,05:50,12:50,07h 00m,403.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - BDN0039,Ordinary Non AC Seater 2+3,06:00,12:31,06h 31m,411.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - GRH0091,Ordinary Non AC Seater 2+3,06:10,13:10,07h 00m,403.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - GRH0289,Ordinary Non AC Seater 2+3,06:30,13:30,07h 00m,403.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - BDN0036,Ordinary Non AC Seater 2+3,07:00,13:30,06h 30m,411.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - GRH0290,Ordinary Non AC Seater 2+3,07:00,14:00,07h 00m,403.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - BDN0041,Ordinary Non AC Seater 2+3,08:00,14:30,06h 30m,411.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - BDN0043,Ordinary Non AC Seater 2+3,09:00,15:30,06h 30m,411.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - BDN0045,Ordinary Non AC Seater 2+3,10:00,18:30,08h 30m,411.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - BDN0030,Ordinary Non AC Seater 2+3,10:30,17:15,06h 45m,368.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - KSB0006,Shatabdi AC Seater 2+2,12:00,18:00,06h 00m,505.0,26 Seats available,2.6,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - GNA0074,Ordinary Non AC Seater 2+3,12:30,18:00,05h 30m,334.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - RBL0011,Ordinary Non AC Seater 2+3,03:30,08:30,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0015,Ordinary Non AC Seater 2+3,04:00,09:00,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0019,Ordinary Non AC Seater 2+3,04:30,09:00,04h 30m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0023,Ordinary Non AC Seater 2+3,04:50,09:50,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - ALM0183,Volvo AC Seater 2+2,05:00,09:30,04h 30m,658.0,39 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0027,Ordinary Non AC Seater 2+3,05:10,10:10,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0031,Ordinary Non AC Seater 2+3,05:30,11:30,06h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - AWD0036,Janrath AC Seater 2+3,05:30,10:00,04h 30m,396.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0035,Ordinary Non AC Seater 2+3,05:50,10:50,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0017,Volvo AC Seater 2+2,06:00,10:30,04h 30m,658.0,38 Seats available,5.0,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0039,Ordinary Non AC Seater 2+3,06:10,11:10,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0009,Shatabdi AC Seater 2+2,06:20,10:50,04h 30m,458.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0043,Ordinary Non AC Seater 2+3,06:30,11:30,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0003,Janrath AC Seater 2+2,06:40,11:10,04h 30m,458.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0019,Volvo AC Seater 2+2,07:00,11:30,04h 30m,658.0,39 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00,02:30,05h 30m,891.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),13:00,17:30,04h 30m,969.0,28 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,1489.0,34 Seats available,4.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),14:20,18:20,04h 00m,999.0,29 Seats available,4.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),13:00,17:40,04h 40m,1109.0,34 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),11:15,15:15,04h 00m,1519.0,34 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:30,05h 00m,1069.0,43 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,02:35,04h 55m,1369.0,34 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,00:30,04h 30m,749.0,25 Seats available,4.2,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,02:40,05h 10m,1009.0,46 Seats available,4.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),20:45,05:55,09h 10m,899.0,18 Seats available,4.6,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - BDN0064,Ordinary Non AC Seater 2+3,01:30,07:30,06h 00m,368.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
UPSRTC - BDN0035,Ordinary Non AC Seater 2+3,02:30,08:45,06h 15m,368.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
UPSRTC - BDN0026,Ordinary Non AC Seater 2+3,03:30,10:00,06h 30m,368.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
